city,district_ar,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,details_ar,details
Riyadh,حي العارض,Al-Arid neighborhood,North,290,0,3,5,3,1,1,1,1,1,1,0,0,1,0,1,0,0,0,150000,"دوبلكس للايجار مساحة ٢٩٠م
مؤثث بالكامل 
في حال الاستئجار بدون اثاث متحرك يكون السعر
١٢٠ الف ريال شاملة المطبخ واجهزته والمكيفات والدواليب
تتكون الفيلا من : 
الدور الأرضي / غرفة سائق مجلس رجال + صالة طعام + صالة مفتوحة على مجلس النساء + جلسة خارجية + ...","Duplex for rent, area 290 square meters
Fully furnished 
In case of renting without moving furniture, the price is
120 thousand riyals, including the kitchen, its appliances, air conditioners, and cupboards
The villa consists of: 
Ground floor / driver’s room, men’s lounge + dining hall + lounge open to the women’s lounge + outdoor seating +..."
Riyadh,حي الصحافة,Al Sahafa District,East,400,0,5,4,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,90000,"للايجار فيلا درج صاله بحى الصحافة 
عبارة عن مدخل سيارة حوش واسع 
مجلس رجال ومجلس نساء 
ملقط وصاله مطبخ 
الدور العلوي 
5 غرفه نوم منهم غرفتين نوم ماستر 
وصاله 
السطح غرفه شغاله غرفه غسل 
والسطح واسع 
المطبخ راكبه المكيفات راكبه 
الفيلا مجدي بكامل 
قري...","For rent, a villa with stairs in the hall in Al-Sahafa district 
It is a spacious car entrance 
A council for men and a council for women 
Tongs and kitchen hall 
The upper floor 
5 bedrooms, including two master bedrooms 
A hall 
The roof is a maid's room and a washing room 
The surface is wide 
The kitchen is working, the air conditioners are working 
The villa is Magdy Kamel 
Village..."
Riyadh,حي بنبان,Benban neighborhood,North,840,0,5,5,2,1,1,1,1,0,1,1,1,0,0,0,1,1,0,150000,"مخطط الخير

للايجار او البيع فيلا زاوية

المساحة ٨٤٠م Street ١٥شرقي و١٥شمالي

المواصفات 
الدور الارضي اسقبال كامل

والدور الأول ٢غرفة نوم مع مساحة استخدام ٤غرف نوم ثاني

تقع فيلا شاليه أليجانس في Riyadh، وعلى بعد 41 كم من الدرعية وميدان البجيري، كما ت...","Charity scheme

Corner villa for rent or sale

Area: 840 sqm, Street 15 East and 15 North

Specifications 
Ground floor, full reception

The first floor has 2 bedrooms, with a use area for 4 second bedrooms

Chalet Elegance Villa is located in Riyadh, 41 km from Diriyah and Al Bujairi Square."
Riyadh,حي العارض,Al-Arid neighborhood,South,440,0,5,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,90000,فيلا للايجار بحي العارض تتكون من ملحق مجلس مقلط صاله وحوش كبير وفوق خمسه غرف نوم وصاله واربعه دورات مياه والسطح غرفه وصاله ودورتين مياه للتواصل 0540850810,"A villa for rent in Al-Areed district consisting of an attached majlis, a hall, a large courtyard, and above it are five bedrooms, a hall, and four bathrooms. The roof has a room, a hall, and two bathrooms. Contact 0540850810"
Riyadh,حي النسيم الغربي,Western Naseem neighborhood,East,500,0,5,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,1,70000,فله جديدة درج داخلي فخمه جدا حي راقي جميع المدارس والخدمات متوفر الكهرباء مستقله قريب المسجد وطريق خريص ممتازه جدا للسكن العايلي..حوش كبير يتسع ٣سيارات,"It has a new villa, a very luxurious interior staircase, an upscale neighborhood, all schools and services, electricity is available, independent, close to the mosque and Khurais Road, very excellent for family housing.. a large yard that can accommodate 3 cars."
Riyadh,حي الازدهار,Al-Izdihar neighborhood,East,900,20,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,250000,"الفيلا في حي الازدهار على شارعين متظاهرين شرقي ٢٠ وغربي ١٥
موقعها ممتاز وتصلح مقر لروضه لانها كانت مؤجرة لروضه
قريبة من الدائري الشرقي وطريق الإمام مخرج ٩","The villa is in the Al-Izdihar neighborhood on two protest streets, east of 20th and west of 15th
Its location is excellent and it is suitable as a headquarters for a kindergarten because it was rented to a kindergarten
Close to the Eastern Ring Road and Imam Road, Exit 9"
Riyadh,حي النرجس,Narjis neighborhood,Northern West,377,0,7,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,76000,"حي النرجس بعد جامع السيف فلا تشطيب ⭐️⭐️⭐️⭐️⭐️
يوجد فيها شقتين مدخل مستقل 
فلا ابو ماجد فلا ابو ماجد فلا ابو ماجد 
مجموعة المغيرّي العقارية شمال Riyadh
يمكن التواصل مع الزميل 
الاستاذ عبدالرحمن المشاري 
0552852289","Al-Narjis neighborhood after Al-Saif Mosque, so there is no finishing ⭐️⭐️⭐️⭐️⭐️
There are two apartments with an independent entrance 
No Abu Majid, no Abu Majid, no Abu Majid 
Al-Mughairy Real Estate Group, north of Riyadh
You can communicate with a colleague 
Mr. Abdul Rahman Al-Mishari 
0552852289"
Riyadh,حي الملز,Al-Malaz district,Southern West,750,28,7,5,3,1,1,1,1,0,0,1,1,1,0,0,0,0,1,80000,"فيلا للايجار دورين درج جانبي 

فناء خارجي ومسبح 

بدون مكيفات بدون مطبخ 

للاستفسار ابو احمد 
0533332881","Two-storey villa for rent, side stairs 

Outdoor patio and pool 

Without air conditioning, without a kitchen 

For inquiries, Abu Ahmed 
0533332881"
Riyadh,حي العارض,Al-Arid neighborhood,North,250,0,5,5,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,85000,#ERROR!,#ERROR!
Riyadh,حي العارض,Al-Arid neighborhood,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...","Duplex villa for rent in a very excellent location near Lubna Olayan Compound and the International American School. The villa consists of:



######ground floor######
Front yard and small back yard
council
Spacious hall
Installed kitchen (opens to the hall and courtyard)

######the second floor######
4..."
Riyadh,حي الياسمين,Al-Yasmine neighborhood,South,339,9,4,5,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,120000,"للايجار فيلا درج صاله فقط حي الياسمين
بناء شخصي  ساكنها المالك 
مساحه ٣٣٩م شارع ١٥ م جنوبي
مدخل سيارة غرفة سائق ملحق خارجي مجلس رجال ونساء وصاله طعام مطبخ
الدور الاول 4غرف نوم وصاله السطح غرفة وسطح
موسس بلا كامل
تكييف اسبلت
الايجار دفع واحده
١٢٠ الف
...","For rent, a villa with a hall and stairs only, Al-Yasmine neighborhood
Personal building inhabited by the owner 
Area: 339 square meters, 15th Street, South
A car entrance, a driver's room, an external extension, a men's and women's hall, a dining hall, and a kitchen
The first floor has 4 bedrooms and a living room. The roof has a room and a roof
A complete institution
Split air conditioning
Rent paid in one go
120 thousand
..."
Riyadh,حي المونسية,Al Munsiyah neighborhood,South,350,0,3,3,2,1,0,1,1,0,0,1,0,1,0,0,1,0,0,65000,فله درج داخلي جديدة مجالس تحت وفوق ٣غرف نوم للاجار بالمونسيه.....خوجا...موقع ممتاز وديكورات جبسيه,"It has a new internal staircase, sitting rooms below and above, 3 bedrooms for rent in Al-Munisiyah...Khoja...excellent location and gypsum decorations"
Riyadh,حي السليمانية,Sulaymaniyah neighborhood,North,200,10,4,5,2,1,0,1,1,0,1,0,0,0,0,1,1,0,0,90000,"للايجار فيلا بحي السليمانية مساحه 
دبلكس مجلس ومقلط وصاله 
الدور الاول علوي 
٤غرف نوم  وصاله 
السطح غرفه شغاله ومكان غسيل 
عليها ٩٠الف","A villa for rent in Sulaymaniyah district 
Duplex, sitting room and living room 
The first floor is upstairs 
4 bedrooms and a living room 
The roof has a working room and a laundry area 
It has 90 thousand"
Riyadh,حي العارض,Al-Arid neighborhood,East,220,0,4,5,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,85000,"للايجار فيلا دبلكس فاخرة 
الفيلا شغل شخصى ممتاز
موقعها بحى العارض 
مواصفات الفيلا // الارضى 
مجلس رجال + مقلط طعام 
صاله عائلية + مطبخ + مستودع 
وحوش + مغاسل + دورتين مياة 
//// الدور العلوى ////
ثلاث غرف نوم ( غرفه ماستر رئيسيه )
//// السطح /////
غر...","Luxury duplex villa for rent 
The villa is an excellent personal job
Its location is in Al-Arid district 
Villa specifications // ground 
Men's council + food mixer 
Family hall + kitchen + warehouse 
Bathroom + sinks + two bathrooms 
//// The upper floor ////
Three bedrooms (master master bedroom)
//// Surface /////
Gr..."
Riyadh,حي العقيق,Al-Aqiq neighborhood,East,900,20,5,5,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,200000,"لايجار فيلا درج صالة 
حي العقيق 
شارع تجاري ٣٠ 
الدور الارضي استقبال كامل 
مجالس رجال و صالة طعام و مجلس نساء مع صالة 
مطبخ كبير 

الدور العلوي 
خمس غرف نوم 
مع صالة 
مع السطح مع المنافع 

مطلوب ايجار ٢٠٠ الف 
قابل للتفاوض","Hall staircase villa for rent 
Al-Aqiq neighborhood 
Commercial Street 30 
Ground floor full reception 
Men's councils, a dining hall, and a women's council with a hall 
Large kitchen 

The upper floor 
Five bedrooms 
With lounge 
With the surface with benefits 

Rent is 200 thousand required 
Negotiable"
Riyadh,حي المونسية,Al Munsiyah neighborhood,Northern West,290,0,7,5,2,1,1,0,1,1,1,1,0,1,0,0,1,0,0,90000,"للإيجار فيلا جديده مستخدمه ثلاثة أشهر حي المونسية الغربيه موقع مميز جداً  قريبه من المطار ومن جميع الخدمات على شارعين  مطبخ راكب + فرن + ميكرويف +ثلاجات عدد ٢ +ومكيفات راكبة سبليت جميع الغرف + مكيف دولاب في الصاله  + غسالات اتوماتيك عدد ٣ 


 🔷 أسس ...","For rent, a new villa, used for three months, in Al-Munsiyah Al-Gharbiya neighborhood, a very special location, close to the airport and all services, on two streets, fitted kitchen + oven + microwave + 2 refrigerators + installed split air conditioners in all rooms + cupboard air conditioner in the hall + 3 automatic washing machines 


 🔷 Foundations..."
Riyadh,حي المرسلات,Al-Murasalat neighborhood,West,400,18,5,5,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,150000,"عمرها 18 سنة, حالتها ممتازة , شارع 20 , رخام , جبس ,سيراميك ,مكيغات سبيلت , مطبخ , ستائر","It is 18 years old, in excellent condition, Street 20, marble, gypsum, ceramic, split air conditioning, kitchen, curtains."
Riyadh,حي العقيق,Al-Aqiq neighborhood,West,375,13,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,80000,"فيلا للايجار بالعقيق
مكونه من
مدخل سياره وملحق خارجي وحوش ومجلس رجال ومقلط وصاله ومطبخ بداخله مستودع صغير وغرفه كبار سن
وفوق ٤ غرف نوم وصاله
والسطح غرفه شغاله 
بدون بدون بدون مطبخ ولا مكيفات
الايجار ٨٠الف

و","Villa for rent in Al Aqiq
It consists of
A car entrance, an external annex, a courtyard, a men’s sitting area, a living room, a hall, and a kitchen with a small warehouse and a room for the elderly.
There are 4 bedrooms and a living room
The roof is a working room 
Without without without a kitchen and no air conditioning
The rent is 80 thousand

and"
Riyadh,حي المونسية,Al Munsiyah neighborhood,East,200,5,7,5,2,1,0,0,1,0,1,0,0,0,0,1,1,0,0,50000,"فيلا للايجار 

حي المونسية

دبلوكس

درج داخلي 

المكيفات سبيلت راكبة

المطبخ راكب

مجلس ومقلط وصالة ومطبخ

الدور الاول 4 غرف و صالة 

السطح 2 غرفة وسطح كبير


الايجار 50000 ريال

0568191192
0501690778
0582920639","Villa for rent 

Al Munsiyah neighborhood

Duplex

Internal drawer 

Split air conditioners installed

The kitchen is installed

Hall, living room, hall and kitchen

The first floor has 4 rooms and a hall 

The roof has 2 rooms and a large deck


Rent is 50,000 riyals

0568191192
0501690778
0582920639"
Riyadh,حي الرحمانية,Al-Rahmaniyah neighborhood,North,450,12,7,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,130000,للايجار فله فاخره استعمال نظيف بموقع متميز حي الرحمانيه يتوسط موقعها مابين طريق الملك فهد وطريق التخصصي وطريق العروبه وطريق الملك عبدالله مكيفه بالكامل يوجد غرفة سائق ومدخل سياره وغرفه خادمه الرجاء الاتصال,"For rent, a luxurious, clean, used villa in a prime location in Al-Rahmaniyah neighborhood. Its location is in the middle between King Fahd Road, Al-Takhasosi Road, Al-Orouba Road, and King Abdullah Road. It is fully air-conditioned. There is a driver’s room, a car entrance, and a maid’s room. Please contact us."
Riyadh,حي الرمال,Al-Rimal neighborhood,West,360,0,4,4,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,45000,"فرصة ذهبية
فيلا درج صالة بالرمال الذهبي ممتاذة جدا يوجد صور  تواصل معنا وتس اب","Golden opportunity
A very excellent villa with a hall staircase in golden sand. There are pictures. Contact us on WhatsApp"
Riyadh,حي القادسية,Al-Qadisiyah neighborhood,West,250,0,5,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,55000,"ايجار فيلا جديد دبلكس متلاصقه مشب مقلط مجلس رجال صالةغرفة كبارسن مطبخ هذا الارضي اربع غرف نوم ثنين غرفة نوم ماستر صاله كورنر صغير كوفي
الاول غرفة شغاله حمام سطح الثاني
باقي التفاصيل واتس......","Renting a new villa, an attached duplex, a fireplace, a men’s lounge, a room for the elderly, a kitchen on this ground floor, four bedrooms, two master bedrooms, a hall, a small corner, and a coffee shop.
The first is a maid's room and a bathroom on the second floor
Rest of the details on WhatsApp..."
Riyadh,حي النرجس,Narjis neighborhood,East,270,0,4,5,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,100000,"للايجار فيلا درج صاله

شغل مودرن تصميم راقي جداً

بحي النرجس

عمرها سنة وحده

المساحه ٢٧٠م شارع ١٥شرقي 

تتكون من....
الدور الارضي استقبال بالكامل

حوش و مدخل سياره 🚐 و غرفة سائق
مجلس رجال و مقلط و صاله ومطبخ راكب
ومكيفات راكب اسبلت

الدور العلوي......","For rent, a villa with stairs to the hall

Modern work, very sophisticated design

In Narges neighborhood

She is only one year old

Area: 270 sqm, East 15th Street 

It consists of....
The ground floor is fully reception

Courtyards, car entrance 🚐 and driver's room
A men's sitting room, a living room, and a fitted kitchen
Split air conditioners

The upper floor......"
Riyadh,حي الرمال,Al-Rimal neighborhood,Northern West,350,0,4,4,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1,40000,"للإيـجار فله ب حي الـرمال على شارعين  درج داخلي تتكون من :-ء

الدور الأرضي 
مجالس استقبال + غرفة كبار سن + مطبخ + مستدوع
.
الدور الثاني 
غرفتين ماستر+ غرفة نوم مع دورات مياة +صاله
.
الدور الثالث 
غرفه خادمه مع سطح 
.
الموقع ممتاز جدا وقريب من جميع ال...","For rent, a villa in Al-Rimal neighborhood on two streets with an internal staircase, consisting of: - A

ground floor 
Reception halls + elderly room + kitchen + warehouse
.
the second floor 
Two master rooms + bedroom with bathrooms + hall
.
Third floor 
Maid's room with deck 
.
The location is very excellent, close to all..."
Riyadh,حي طويق,Tuwaiq neighborhood,Southern West,400,0,5,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,40000,فيلا للاجار على دفعتين,Villa for rent in two installments
Riyadh,حي الملقا,Al-Malqa neighborhood,North,200,0,4,5,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,120000,"ماشاء الله تبارك الله فيلا بحي الملقا بمدينة Riyadh دبلوكس جديدة بناء شخصي للايجار.

الدور الأرضي: مجلس رجال بدورة مياه، صالة، مطبخ مع توصيلة غاز مركزي فقط، مجلس نساء دورة مياه. 

الدور الأول: غرفة نوم رئيسية مع دورة مياه مؤسس لها جاكوزي، صالة، غرفة ...","Mashallah, may God bless you, a new duplex villa in the Al Malqa neighborhood in Riyadh, personal construction, for rent.

Ground floor: men’s lounge with bathroom, hall, kitchen with central gas connection only, women’s lounge with bathroom. 

First floor: master bedroom with bathroom with Jacuzzi, lounge, room..."
Riyadh,حي الياسمين,Al-Yasmine neighborhood,North,300,3,4,3,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,110000,"للايجار فيلا دبلكس حي الياسمين
4 غرف نوم تحت مجالس مودرن مفتوحه علي بعض
مطبخ راكب ومكيفات 
غرفه خادمه غرفه غسيل غرفه سواق
مدخل سياره عمرها 3 سنوات
السعر 110 الف
لتواصل ابو زياد 0551613918","Duplex villa for rent in Al-Yasmine neighborhood
4 bedrooms under modern living rooms open to each other
Fitted kitchen and air conditioners 
Maid's room, laundry room, driver's room
The entrance to a 3-year-old car
The price is 110 thousand
To contact Abu Ziyad 0551613918"
Riyadh,حي النرجس,Narjis neighborhood,West,300,0,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,70000,"فله مساحه ٣٠٠ م بحي النرجس شمال سلمان مباشره للايجار .
الارضي مجلس رجال وغرفه طعام وصالتين 
وغرفه خادمه مستقله 
ملحق مستقل بحمام
مطبخ راكب ..
بوفيه 
غرفة ملابس وغساله اوتماتيك .
الدور الاول ٣ غرف بحماماته منها وحده ماستر 
صاله بحمام..مكيفات راكبه اسب...","It has an area of ​​​​300 square meters in the Narjis neighborhood, directly north of Salman, for rent.
On the ground floor there is a men's sitting room, a dining room and two halls 
And a separate maid's room 
Independent annex with bathroom
Fixed kitchen..
buffet 
Dressing room and automatic washing machine.
The first floor has 3 rooms with bathrooms, including a master unit 
Hall with bathroom...air conditioning installed..."
Riyadh,حي العارض,Al-Arid neighborhood,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...","Duplex villa for rent in a very excellent location near Lubna Olayan Compound and the International American School. The villa consists of:



######ground floor######
Front yard and small back yard
council
Spacious hall
Installed kitchen (opens to the hall and courtyard)

######the second floor######
4..."
Riyadh,حي المعيزلة,Al-Maizla neighborhood,West,300,5,5,5,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,45000,"إيجار فيلا درج داخلي حي المعزلية مساحة 300 متر 
الدور الارضي يتكون من
 مدخل سيارة و حوش و مجلس رجال مع حمام مياه و مقلط 
و صالة و حمام و مطبخ 
الدور الاول يتكون من
 صالة و أربع غرف نوم كلها  ماستر 
شارع 20 غربي الفيلا قريبة من الحديقة و الخدمات 
الاي...","Renting an internal staircase villa in Al-Muaziliyah district, area of ​​300 square meters 
The ground floor consists of
 A car entrance, a courtyard, and a men's sitting area with a water bath and a sink 
And a hall, bathroom and kitchen 
The first floor consists of
 A hall and four bedrooms, all master 
20th Street, west of the villa, close to the park and services 
Which..."
Riyadh,حي النزهة,Al-Nuzha district,North,300,0,7,5,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,125000,فيلا فاخره جديده في حي النزهه مكونه من مجلس - صاله طعام - صاله - ٤ غرف نوم -  مطبخ جديد - غرفه خادمه - غرفه غسيل ومستودع -غرفه سائق - مدخل سياره - وجميع الغرفه بها مكيفات اسبلت جديده - قريبه جداً من مدارس الرواد العالميه - قريبه من مستشفى الحمادي - ا...,A new luxury villa in Al-Nuzha district consisting of a sitting room - a dining hall - a hall - 4 bedrooms - a new kitchen - a maid’s room - a laundry room and a warehouse - a driver’s room - a car entrance - and all rooms have new split air conditioners - very close to Al-Rowad International Schools - close to Al-Hammadi Hospital -...
Riyadh,حي المعيزلة,Al-Maizla neighborhood,West,250,0,5,5,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,55000,"فيلا للايجار     لن تستخدم  جديده   كن انت اول مستأجر  لمن يبحث عن الجميل والمنزل الراقي 
الفيلا علي شارع ٢٠
حي القادسيه الجديده 
تتكون من دور ارضي 
مقلط 
ومجلس
٢ دوره مياه 
مطبخ 
وصاله 
درج اعلا تتكون من 
٢ غرف ماستر 
٢ غرف عادي 
٢دوره مياه 
وصاله 
...","New villa for rent, not used. Be the first renter for those looking for a beautiful and elegant home 
The villa is on Street 20
New Al-Qadisiyah neighborhood 
It consists of a ground floor 
Mocked 
And a council
2 bathrooms 
kitchen 
A hall 
The top drawer consists of 
2 master rooms 
2 standard rooms 
2 bathrooms 
A hall 
..."
Riyadh,حي السليمانية,Sulaymaniyah neighborhood,West,375,10,4,5,3,1,1,1,1,0,1,0,1,1,1,1,1,0,0,110000,"فيلا للايجار تقع في قلب حي العليا وجنوب طريق خريص خلف مستشفى ادما  وبالقرب 

التكييف مركزي لكامل الفيلا 

الدور الارضي مجلس - صالة طعام - وصاله ومطبخ ودورتين مياه وغرفة سائق ومدخل سياره ومسبح 

الطابق العلوي اربع غرف نوم ودورتين مياه 

القبو صالتين و...","A villa for rent located in the heart of the Olaya district, south of Khurais Road, behind and near Adma Hospital 

Central air conditioning throughout the villa 

The ground floor is a sitting room, a dining hall, a hall, a kitchen, two bathrooms, a driver’s room, a car entrance, and a swimming pool 

Upstairs there are four bedrooms and two bathrooms 

The basement has two halls and..."
Riyadh,حي الرمال,Al-Rimal neighborhood,North,300,0,4,4,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,45000,"درج داخلى الرمال الواحه جديد موقع مميز 
يوجد ٤ مكيفات ومطبخ راكب جديد 
مطلوب ٤٥ألف 
الفيلا بحاله جيده 
مطلوب عائله خفيفه","New internal staircase in Al-Ramal Al-Wahah, excellent location 
There are 4 air conditioners and a new passenger kitchen 
45 thousand required 
The villa is in good condition 
Small family needed"
